@relation Census_Income_database-weka.filters.unsupervised.attribute.Remove-R3

@attribute sex {Female,Male}
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute age numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute income_class {<=50K,>50K}

@data
Female,Private,Masters,14,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,55,0,0,50,Thailand,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,34,0,0,40,United-States,>50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,80,0,0,30,United-States,<=50K
Female,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,34,0,0,60,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,52,5013,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,42,0,0,28,Haiti,<=50K
Female,Private,Some-college,10,Never-married,Sales,Not-in-family,White,26,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,31,0,0,40,United-States,<=50K
Female,Local-gov,HS-grad,9,Never-married,Other-service,Own-child,White,25,0,0,35,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,55,0,2057,60,United-States,<=50K
Female,Private,Some-college,10,Never-married,Other-service,Own-child,White,19,0,0,12,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,62,0,0,32,United-States,<=50K
Female,Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,22,0,0,20,United-States,<=50K
Female,?,HS-grad,9,Married-civ-spouse,?,Wife,White,39,0,0,50,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,35,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,28,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,47,0,0,70,United-States,>50K
Male,State-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,44,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Sales,Own-child,White,21,0,0,15,United-States,<=50K
Male,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,35,0,0,50,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,24,0,0,40,United-States,>50K
Male,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,42,0,0,40,?,<=50K
Male,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,28,0,0,50,United-States,<=50K
Male,Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,21,0,0,35,United-States,<=50K
Male,Federal-gov,Some-college,10,Divorced,Tech-support,Not-in-family,Black,62,4650,0,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,39,0,0,40,United-States,<=50K
Male,State-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,30,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,72,0,1429,20,United-States,<=50K
Female,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,50,0,0,50,United-States,<=50K
Male,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,28,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,29,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,26,0,0,40,United-States,<=50K
Female,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,27,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,29,3103,0,40,United-States,>50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,White,61,0,0,40,United-States,<=50K
Male,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,29,0,0,25,United-States,<=50K
Female,?,Some-college,10,Never-married,?,Own-child,White,21,0,0,30,United-States,<=50K
Female,Private,11th,7,Married-civ-spouse,Sales,Wife,White,31,0,0,20,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,25,0,0,75,United-States,<=50K
Male,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,58,0,0,40,United-States,>50K
Female,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,64,0,0,40,United-States,>50K
Male,State-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,46,0,0,38,United-States,<=50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,White,53,0,0,35,United-States,>50K
Female,Private,HS-grad,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,19,0,0,35,United-States,<=50K
Male,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,42,0,0,52,United-States,<=50K
Male,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,18,0,0,24,United-States,<=50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,58,15024,0,50,United-States,>50K
Male,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,20,0,0,60,United-States,<=50K
Male,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,35,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,32,0,0,38,United-States,>50K
Female,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,23,0,0,25,United-States,<=50K
Female,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,31,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,33,0,0,55,United-States,<=50K
Female,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,41,0,0,48,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,22,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,46,0,0,40,United-States,>50K
Male,Federal-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,61,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,30,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,42,0,0,55,United-States,>50K
Male,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,63,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,26,0,0,40,United-States,<=50K
Female,Private,10th,6,Divorced,Adm-clerical,Unmarried,White,42,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,23,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,25,0,1590,40,United-States,<=50K
Male,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,30,0,0,32,El-Salvador,>50K
Male,Private,HS-grad,9,Never-married,Sales,Own-child,White,23,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,34,27828,0,60,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,30,0,2057,48,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,39,0,0,40,United-States,>50K
Male,Private,11th,7,Never-married,Handlers-cleaners,Other-relative,White,30,0,1721,38,Puerto-Rico,<=50K
Female,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,38,0,0,38,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Exec-managerial,Own-child,White,26,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,20,0,0,16,United-States,<=50K
Male,Local-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,37,0,0,40,?,<=50K
Female,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,33,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,24,0,0,40,United-States,<=50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,42,0,0,60,United-States,>50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,51,3103,0,84,Vietnam,<=50K
Male,Local-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,56,0,0,45,United-States,>50K
Male,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,22,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,52,0,0,60,United-States,<=50K
Female,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,44,4934,0,45,United-States,>50K
Female,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,34,4064,0,35,United-States,<=50K
Male,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,51,0,0,42,United-States,>50K
Male,?,Some-college,10,Never-married,?,Not-in-family,White,20,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Sales,Not-in-family,White,19,0,0,25,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,37,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,68,0,0,40,United-States,>50K
Male,Private,Some-college,10,Divorced,Protective-serv,Not-in-family,White,22,0,0,40,United-States,<=50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,56,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,37,0,0,40,United-States,<=50K
Male,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,52,0,0,40,Mexico,<=50K
Male,Private,HS-grad,9,Separated,Handlers-cleaners,Own-child,White,26,0,0,40,Puerto-Rico,<=50K
Male,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,33,0,0,50,United-States,<=50K
Female,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,45,0,0,42,United-States,<=50K
Male,Private,11th,7,Never-married,Other-service,Own-child,White,18,0,0,15,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,43,0,0,60,United-States,>50K
Male,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,64,15024,0,50,?,>50K
Male,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,18,0,0,20,United-States,<=50K
Male,?,Some-college,10,Never-married,?,Own-child,White,20,0,0,45,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,57,0,0,40,United-States,>50K
Female,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,41,3674,0,42,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,34,0,1887,50,United-States,>50K
Female,Private,HS-grad,9,Never-married,Sales,Unmarried,White,19,0,0,40,United-States,<=50K
Female,Private,9th,5,Divorced,Other-service,Unmarried,White,44,0,0,55,Dominican-Republic,<=50K
Female,Private,10th,6,Widowed,Other-service,Unmarried,White,56,0,0,40,United-States,<=50K
Male,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,36,0,0,80,United-States,<=50K
Female,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,48,0,0,48,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,29,0,0,40,United-States,>50K
Male,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,33,2174,0,40,United-States,<=50K
Male,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,31,0,0,40,Mexico,<=50K
Male,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,39,0,0,45,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,66,10605,0,40,United-States,>50K
Female,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,27,0,0,50,United-States,>50K
Female,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,39,99999,0,40,United-States,>50K
Male,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,59,5178,0,50,United-States,>50K
Female,Private,HS-grad,9,Never-married,Other-service,Own-child,White,26,0,0,40,United-States,<=50K
Male,Private,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,31,0,0,40,United-States,<=50K
Female,?,HS-grad,9,Widowed,?,Unmarried,White,45,0,0,40,Mexico,<=50K
Male,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,23,0,0,30,United-States,<=50K
Female,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,36,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,34,0,0,12,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,32,0,0,84,United-States,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,37,0,0,50,United-States,>50K
Male,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,33,0,0,45,United-States,<=50K
Male,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,50,99999,0,80,United-States,>50K
Male,Federal-gov,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,32,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,35,0,0,40,United-States,<=50K
Male,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,37,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,44,0,0,60,United-States,<=50K
Male,Private,Some-college,10,Divorced,Handlers-cleaners,Other-relative,White,57,0,0,25,United-States,<=50K
Female,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,29,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,55,0,0,50,United-States,>50K
Male,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,43,0,0,25,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,43,0,0,70,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,45,0,0,60,United-States,>50K
Female,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,33,0,0,8,United-States,<=50K
Female,Private,10th,6,Divorced,Other-service,Unmarried,White,26,0,0,40,Germany,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,23,0,0,68,United-States,<=50K
Male,Private,7th-8th,4,Separated,Craft-repair,Not-in-family,White,41,0,0,40,Mexico,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,24,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,47,0,0,44,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,34,0,0,45,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,40,0,0,40,United-States,>50K
Female,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,28,0,1485,40,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,24,0,0,40,South,<=50K
Male,?,Some-college,10,Married-civ-spouse,?,Husband,White,73,0,0,10,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,23,0,0,15,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,43,0,0,40,United-States,>50K
Female,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,26,0,0,40,United-States,<=50K
Female,Self-emp-not-inc,Doctorate,16,Married-AF-spouse,Exec-managerial,Wife,White,58,0,1485,35,United-States,>50K
Female,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,52,0,0,35,United-States,<=50K
Male,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,29,0,0,99,United-States,>50K
Male,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,47,0,0,35,Columbia,<=50K
Female,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,49,0,0,37,United-States,<=50K
Female,Private,11th,7,Widowed,Adm-clerical,Unmarried,White,40,0,0,40,United-States,<=50K
Female,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,62,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,49,0,1977,55,United-States,>50K
Female,Private,Bachelors,13,Divorced,Prof-specialty,Other-relative,White,50,0,0,50,United-States,>50K
Male,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,31,0,0,40,United-States,<=50K
Female,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,48,0,0,50,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,24,0,0,40,United-States,<=50K
Female,?,HS-grad,9,Never-married,?,Own-child,White,41,3418,0,40,United-States,<=50K
Male,Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,37,0,0,60,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,45,0,0,45,Japan,>50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,White,63,0,0,16,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,36,0,0,45,India,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,45,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,41,0,0,40,United-States,<=50K
Female,Private,Assoc-acdm,12,Never-married,Tech-support,Other-relative,White,26,0,0,20,United-States,<=50K
Female,Private,11th,7,Never-married,Sales,Own-child,White,17,0,0,25,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,27,0,0,36,?,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,43,0,0,65,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,35,0,0,55,United-States,<=50K
Female,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,38,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,26,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,28,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,38,0,0,24,United-States,>50K
Female,Private,11th,7,Divorced,Transport-moving,Unmarried,White,36,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,33,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,19,1055,0,70,United-States,<=50K
Male,?,Assoc-acdm,12,Never-married,?,Own-child,White,22,0,0,25,United-States,<=50K
Male,Federal-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,42,0,0,40,Mexico,<=50K
Male,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,50,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,30,0,0,30,United-States,<=50K
Male,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,37,0,0,40,Cambodia,<=50K
Male,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,54,99999,0,40,United-States,>50K
Male,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,52,0,0,40,United-States,<=50K
Male,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,Other,65,0,0,40,?,<=50K
Female,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,33,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,25,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,24,0,0,45,United-States,<=50K
Female,Private,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Black,26,114,0,40,United-States,<=50K
Male,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,39,0,0,40,United-States,>50K
Female,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,59,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,29,0,0,40,United-States,<=50K
Female,Private,11th,7,Never-married,Other-service,Own-child,White,47,0,0,45,United-States,<=50K
Female,?,Some-college,10,Never-married,?,Own-child,White,23,0,0,35,United-States,<=50K
Male,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,64,0,0,50,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Other-service,Own-child,Other,21,0,0,20,United-States,<=50K
Female,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,32,0,0,40,United-States,>50K
Female,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,26,0,0,37,United-States,<=50K
Female,?,Some-college,10,Never-married,?,Own-child,Black,19,0,0,20,United-States,<=50K
Male,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,62,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,32,0,0,55,United-States,>50K
Female,?,10th,6,Married-spouse-absent,?,Not-in-family,White,75,0,0,5,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,45,0,0,60,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,31,0,1887,50,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,32,2580,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,24,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Sales,Own-child,White,25,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,41,0,0,60,United-States,<=50K
Female,Private,Some-college,10,Never-married,Sales,Own-child,White,18,0,0,20,United-States,<=50K
